AIVAT, Chips, All Hands Chips, Chance Correction, Action Correction, Your Hand, Deepstack Hand, Flop Cards, Turn Card, River Card, Position, Pre-flop, Flop, Turn, River, Seconds to Act, Total Seconds, Start Time (UTC), Notes
-15.640207, 100.0, 100.0, -37.219215, 152.859422, Qh7d, 3d7h, , , , bb, cR500f, , , , 12.0288619995117, 12.0792191028595, 2016/11/14 13:51:58, 
15.822062, 100.0, 100.0, 10.226589, 73.951349, 5dKd, 4s9h, , , , sb, r300F, , , , 6.22770214080811, 6.26055502891541, 2016/11/14 13:52:18, 
-12.965753, 200.0, 200.0, -8.498326, 221.464079, 7hAs, Td8h, , , , bb, r200R1000f, , , , 10.2183511257172, 10.2813112735748, 2016/11/14 13:52:31, 
-23.499805, -0.0, -49.86357, -292.393895, 266.03013, Kc5s, Ks5d, Th5h7c, Tc, 9c, sb, r300C, Cr600C, Cc, Cc, 19.7838637828827, 45.2424976825714, 2016/11/14 13:52:49, 
-14.733658, -100.0, -100.0, -79.866441, -5.399901, 8h3c, Ts8c, 4sAd5d, , , bb, cC, Cr300F, , , 20.4361078739166, 28.1807980537415, 2016/11/14 13:53:39, 
56.164875, -800.0, -399.992399, -166.286532, -289.870742, 4c3d, JdAh, QhJs3c, Th, Ts, sb, r200C, Cr400C, Cc, R800c, 315.851606845856, 337.094101905823, 2016/11/14 13:54:12, 
-258.270627, -2250.0, -2249.687387, -498.569253, -1492.847507, 9s2s, Jh7c, 9dAhTh, 8h, 5h, bb, r300C, Cr900C, Cc, R2250c, 31.5723857879639, 46.4044346809387, 2016/11/14 13:59:54, 
-28.941752, 400.0, 400.0, -147.793344, 576.735096, 3s5d, Kc9h, ThQhTd, 6d, , sb, r200C, Cr400C, Cr1200F, , 19.3335111141205, 40.513941526413, 2016/11/14 14:00:49, 
-107.856176, -300.0, -283.846902, -230.43198, 54.441254, 2dQs, 4c6d, Ks4d5c, Jc, 7h, bb, r300C, Cc, Cc, Cc, 24.4966852664948, 38.3375084400177, 2016/11/14 14:01:33, 
9.193256, 100.0, 100.0, -34.1054, 124.912144, Ks5h, Kc5d, , , , sb, r300F, , , , 5.82031202316284, 5.85275292396545, 2016/11/14 14:02:16, 
-15.129306, 50.0, 50.0, -24.778045, 89.907351, 7sKd, 8d3c, , , , bb, f, , , , 0.0, 0.0359630584716797, 2016/11/14 14:02:30, 
14.374474, 100.0, 100.0, 124.87043, -39.244904, AsKc, Jh6d, , , , sb, r300F, , , , 6.28237080574036, 6.31195974349976, 2016/11/14 14:02:37, 
-16.063823, -100.0, -100.0, -55.103845, -28.832332, 3s9d, Jd4c, , , , bb, r200F, , , , 7.67010188102722, 7.70518684387207, 2016/11/14 14:02:51, 
7.3157, 100.0, 100.0, -47.505115, 140.189415, 4d6s, Kd2s, , , , sb, r300F, , , , 6.37949299812317, 6.42684412002563, 2016/11/14 14:03:07, 
-120.819977, 300.0, 300.0, 102.824034, 317.995944, 9hQs, Jc4h, 6s5s6c, Ah, Qh, bb, r300C, Cc, Cc, R600f, 167.192475795746, 180.963207006454, 2016/11/14 14:06:51, 
7.198587, 100.0, 100.0, -38.278631, 131.080045, 5c6s, 3d8h, , , , sb, r300F, , , , 5.932865858078, 5.97387981414795, 2016/11/14 14:09:58, 
